Name                                                                            Stmts   Miss   Cover   Missing
ciris_engine/logic/runtime/runtime_interface.py                                     1      0 100.00%
ciris_engine/logic/secrets/__init__.py                                              7      0 100.00%
ciris_engine/logic/services/adaptation/__init__.py                                  0      0 100.00%
ciris_engine/logic/services/governance/__init__.py                                  0      0 100.00%
ciris_engine/logic/services/graph/__init__.py                                       3      0 100.00%
ciris_engine/logic/services/lifecycle/__init__.py                                   0      0 100.00%
ciris_engine/logic/services/memory_service/__init__.py                              2      0 100.00%
ciris_engine/logic/services/runtime/__init__.py                                     0      0 100.00%
ciris_engine/logic/utils/__init__.py                                                5      0 100.00%
ciris_engine/protocols/__init__.py                                                  0      0 100.00%
ciris_engine/protocols/adapters/__init__.py                                         0      0 100.00%
ciris_engine/protocols/audit/__init__.py                                            0      0 100.00%
ciris_engine/protocols/buses/__init__.py                                            0      0 100.00%
ciris_engine/protocols/config/__init__.py                                           0      0 100.00%
ciris_engine/protocols/conscience/__init__.py                                       0      0 100.00%
ciris_engine/protocols/context/__init__.py                                          0      0 100.00%
ciris_engine/protocols/data/__init__.py                                             0      0 100.00%
ciris_engine/protocols/dma/__init__.py                                              0      0 100.00%
ciris_engine/protocols/dma/base.py                                                 13      0 100.00%
ciris_engine/protocols/faculties.py                                                 2      0 100.00%
ciris_engine/protocols/formatters/__init__.py                                       0      0 100.00%
ciris_engine/protocols/handlers/__init__.py                                         0      0 100.00%
ciris_engine/protocols/infrastructure/__init__.py                                   0      0 100.00%
ciris_engine/protocols/persistence/__init__.py                                      0      0 100.00%
ciris_engine/protocols/registries/__init__.py                                       0      0 100.00%
ciris_engine/protocols/runtime/__init__.py                                          0      0 100.00%
ciris_engine/protocols/secrets/__init__.py                                          0      0 100.00%
ciris_engine/protocols/services/__init__.py                                        10      0 100.00%
ciris_engine/protocols/services/adaptation/__init__.py                              2      0 100.00%
ciris_engine/protocols/services/governance/__init__.py                              6      0 100.00%
ciris_engine/protocols/services/governance/communication.py                         4      0 100.00%
ciris_engine/protocols/services/governance/filter.py                                4      0 100.00%
ciris_engine/protocols/services/governance/visibility.py                            4      0 100.00%
ciris_engine/protocols/services/governance/wa_auth.py                               4      0 100.00%
ciris_engine/protocols/services/governance/wise_authority.py                        6      0 100.00%
ciris_engine/protocols/services/graph/__init__.py                                   6      0 100.00%
ciris_engine/protocols/services/graph/audit.py                                      7      0 100.00%
ciris_engine/protocols/services/graph/memory.py                                     7      0 100.00%
ciris_engine/protocols/services/graph/telemetry.py                                  4      0 100.00%
ciris_engine/protocols/services/infrastructure/__init__.py                          3      0 100.00%
ciris_engine/protocols/services/lifecycle/__init__.py                               5      0 100.00%
ciris_engine/protocols/services/lifecycle/initialization.py                         5      0 100.00%
ciris_engine/protocols/services/lifecycle/scheduler.py                              5      0 100.00%
ciris_engine/protocols/services/lifecycle/shutdown.py                               3      0 100.00%
ciris_engine/protocols/services/lifecycle/time.py                                   4      0 100.00%
ciris_engine/protocols/services/runtime/__init__.py                                 5      0 100.00%
ciris_engine/protocols/services/runtime/llm.py                                      8      0 100.00%
ciris_engine/protocols/services/runtime/runtime_control.py                          5      0 100.00%
ciris_engine/protocols/services/runtime/secrets.py                                  6      0 100.00%
ciris_engine/protocols/services/runtime/tool.py                                     3      0 100.00%
ciris_engine/protocols/telemetry/__init__.py                                        0      0 100.00%
ciris_engine/protocols/utils/__init__.py                                            0      0 100.00%
ciris_engine/schemas/__init__.py                                                    8      0 100.00%
ciris_engine/schemas/actions/__init__.py                                            2      0 100.00%
ciris_engine/schemas/adapters/__init__.py                                           3      0 100.00%
ciris_engine/schemas/adapters/cirisnode.py                                         78      0 100.00%
ciris_engine/schemas/adapters/cli.py                                               54      0 100.00%
ciris_engine/schemas/adapters/core.py                                             118      0 100.00%
ciris_engine/schemas/adapters/graphql_core.py                                      70      0 100.00%
ciris_engine/schemas/audit/__init__.py                                              2      0 100.00%
ciris_engine/schemas/audit/core.py                                                 83      0 100.00%
ciris_engine/schemas/audit/hash_chain.py                                           27      0 100.00%
ciris_engine/schemas/audit/verification.py                                         67      0 100.00%
ciris_engine/schemas/buses/__init__.py                                              0      0 100.00%
ciris_engine/schemas/config/__init__.py                                             3      0 100.00%
ciris_engine/schemas/config/agent.py                                               15      0 100.00%
ciris_engine/schemas/config/essential.py                                           63      0 100.00%
ciris_engine/schemas/conscience/__init__.py                                         3      0 100.00%
ciris_engine/schemas/conscience/core.py                                            60      0 100.00%
ciris_engine/schemas/conscience/results.py                                         12      0 100.00%
ciris_engine/schemas/context/__init__.py                                            0      0 100.00%
ciris_engine/schemas/data/__init__.py                                               0      0 100.00%
ciris_engine/schemas/dma/__init__.py                                                2      0 100.00%
ciris_engine/schemas/dma/decisions.py                                              37      0 100.00%
ciris_engine/schemas/dma/results.py                                                36      0 100.00%
ciris_engine/schemas/formatters/__init__.py                                         0      0 100.00%
ciris_engine/schemas/handlers/__init__.py                                           2      0 100.00%
ciris_engine/schemas/handlers/contexts.py                                          48      0 100.00%
ciris_engine/schemas/handlers/core.py                                              95      0 100.00%
ciris_engine/schemas/handlers/schemas.py                                           21      0 100.00%
ciris_engine/schemas/infrastructure/__init__.py                                     0      0 100.00%
ciris_engine/schemas/infrastructure/base.py                                       145      0 100.00%
ciris_engine/schemas/infrastructure/behavioral_patterns.py                         57      0 100.00%
ciris_engine/schemas/infrastructure/feedback_loop.py                               82      0 100.00%
ciris_engine/schemas/infrastructure/identity_variance.py                           62      0 100.00%
ciris_engine/schemas/persistence/__init__.py                                        2      0 100.00%
ciris_engine/schemas/persistence/core.py                                           80      0 100.00%
ciris_engine/schemas/persistence/tables.py                                         12      0 100.00%
ciris_engine/schemas/processors/__init__.py                                         0      0 100.00%
ciris_engine/schemas/processors/base.py                                            36      0 100.00%
ciris_engine/schemas/processors/cognitive.py                                       45      0 100.00%
ciris_engine/schemas/processors/main.py                                            67      0 100.00%
ciris_engine/schemas/processors/solitude.py                                        42      0 100.00%
ciris_engine/schemas/processors/states.py                                           9      0 100.00%
ciris_engine/schemas/processors/status.py                                          17      0 100.00%
ciris_engine/schemas/registries/__init__.py                                         0      0 100.00%
ciris_engine/schemas/runtime/__init__.py                                            0      0 100.00%
ciris_engine/schemas/runtime/adapter_management.py                                 43      0 100.00%
ciris_engine/schemas/runtime/audit.py                                              30      0 100.00%
ciris_engine/schemas/runtime/core.py                                               90      0 100.00%
ciris_engine/schemas/runtime/extended.py                                          127      0 100.00%
ciris_engine/schemas/runtime/memory.py                                             36      0 100.00%
ciris_engine/schemas/runtime/models.py                                             66      0 100.00%
ciris_engine/schemas/runtime/protocols_core.py                                     71      0 100.00%
ciris_engine/schemas/runtime/resources.py                                          15      0 100.00%
ciris_engine/schemas/runtime/system_context.py                                    154      0 100.00%
ciris_engine/schemas/runtime/tools.py                                              51      0 100.00%
ciris_engine/schemas/secrets/__init__.py                                            0      0 100.00%
ciris_engine/schemas/secrets/core.py                                              124      0 100.00%
ciris_engine/schemas/secrets/filter.py                                             24      0 100.00%
ciris_engine/schemas/secrets/service.py                                            47      0 100.00%
ciris_engine/schemas/services/__init__.py                                           3      0 100.00%
ciris_engine/schemas/services/authority/__init__.py                                 0      0 100.00%
ciris_engine/schemas/services/authority/wise_authority.py                          85      0 100.00%
ciris_engine/schemas/services/capabilities.py                                      27      0 100.00%
ciris_engine/schemas/services/context.py                                           63      0 100.00%
ciris_engine/schemas/services/core/runtime.py                                     136      0 100.00%
ciris_engine/schemas/services/core/runtime_config.py                               55      0 100.00%
ciris_engine/schemas/services/core/secrets.py                                      40      0 100.00%
ciris_engine/schemas/services/feedback_core.py                                     72      0 100.00%
ciris_engine/schemas/services/filters_core.py                                     139      0 100.00%
ciris_engine/schemas/services/graph/__init__.py                                     0      0 100.00%
ciris_engine/schemas/services/graph/audit.py                                       51      0 100.00%
ciris_engine/schemas/services/graph/incident.py                                   130      0 100.00%
ciris_engine/schemas/services/graph/memory.py                                      41      0 100.00%
ciris_engine/schemas/services/graph/telemetry.py                                   56      0 100.00%
ciris_engine/schemas/services/graph_core.py                                        67      0 100.00%
ciris_engine/schemas/services/lifecycle/__init__.py                                 2      0 100.00%
ciris_engine/schemas/services/lifecycle/initialization.py                          16      0 100.00%
ciris_engine/schemas/services/lifecycle/time.py                                    18      0 100.00%
ciris_engine/schemas/services/llm.py                                               49      0 100.00%
ciris_engine/schemas/services/metadata.py                                          15      0 100.00%
ciris_engine/schemas/services/operations.py                                        54      0 100.00%
ciris_engine/schemas/services/requests.py                                          52      0 100.00%
ciris_engine/schemas/services/shutdown.py                                          42      0 100.00%
ciris_engine/schemas/services/special/__init__.py                                   0      0 100.00%
ciris_engine/schemas/services/special/self_configuration.py                       170      0 100.00%
ciris_engine/schemas/services/tools_core.py                                        81      0 100.00%
ciris_engine/schemas/services/visibility.py                                        45      0 100.00%
ciris_engine/schemas/telemetry/__init__.py                                          0      0 100.00%
ciris_engine/schemas/telemetry/core.py                                            126      0 100.00%
ciris_engine/schemas/utils/__init__.py                                              0      0 100.00%
--------------------------------------------------------------------------------------------------------------
TOTAL                                                                           25961  13754  47.02%
